,bias,sentiment,pos,PosScore,NegScore,Gloss,c2
95048,"[3, 1]","[2, 0, 1, 0, 1]",n,0.0,0.0,the Slavic language of Czechs,czech
118227,"[3, 1]","[2, 0, 1, 0, 1]",n,0.0,0.0,a native or inhabitant of the former republic of Czechoslovakia,czech
118228,"[3, 1]","[2, 0, 1, 0, 1]",n,0.0,0.0,a native of inhabitant of the Czech Republic,czech
34329,"[8, 10]","[10, 0, 1, 3, 4]",n,0.0,0.0,a traveling show; having sideshows and rides and games of skill etc.,fair
39466,"[8, 10]","[10, 0, 1, 3, 4]",n,0.25,0.0,"a sale of miscellany; often for charity; ""the church bazaar""",fair
108330,"[8, 10]","[10, 0, 1, 3, 4]",n,0.0,0.0,"a competitive exhibition of farm products; ""she won a blue ribbon for her baking at the county fair""",fair
108333,"[8, 10]","[10, 0, 1, 3, 4]",n,0.0,0.0,"gathering of producers to promote business; ""world fair""; ""trade fair""; ""book fair""",fair
41697,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.25,an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association,host
70535,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,(computer science) a computer that provides client stations with access to files and printers as shared resources to a computer network,host
102050,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,a technical name for the bread used in the service of Mass or Holy Communion,host
106505,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,a vast multitude,host
106517,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,archaic terms for army,host
108819,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,"any organization that provides resources and facilities for a function or event; ""Atlanta was chosen to be host for the Olympic Games""",host
123253,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,the owner or manager of an inn,host
123257,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there,host
123258,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,(medicine) recipient of transplanted tissue or organ from a donor,host
124404,"[24, 12]","[18, 1, 0, 1, 16]",n,0.0,0.0,a person who acts as host at formal occasions (makes an introductory speech and introduces other speakers),host
31229,"[2, 15]","[16, 0, 0, 1, 0]",n,0.0,0.0,"inducement (as of a public official) by improper means (as bribery) to violate duty (as by commiting a felony); ""he was held on charges of corruption and racketeering""",corruption
32199,"[2, 15]","[16, 0, 0, 1, 0]",n,0.625,0.0,"destroying someone's (or some group's) honesty or loyalty; undermining moral integrity; ""corruption of a minor""; ""the big city's subversion of rural innocence""",corruption
76808,"[2, 15]","[16, 0, 0, 1, 0]",n,0.75,0.125,"moral perversion; impairment of virtue and moral principles; ""the luxury and corruption among the upper classes""; ""moral degeneracy followed intellectual degeneration""; ""its brothels, its opium parlors, its depravity""; ""Rome had fallen into moral putrefaction""",corruption
76835,"[2, 15]","[16, 0, 0, 1, 0]",n,0.5,0.25,lack of integrity or honesty (especially susceptibility to bribery); use of a position of trust for dishonest gain,corruption
31348,"[22, 2]","[16, 0, 2, 4, 2]",n,0.0,0.0,"how a result is obtained or an end is achieved; ""a means of control""; ""an example is the best agency of instruction""; ""the true way to success""",agency
105449,"[22, 2]","[16, 0, 2, 4, 2]",n,0.0,0.0,a business that serves other businesses,agency
107744,"[22, 2]","[16, 0, 2, 4, 2]",n,0.0,0.0,"an administrative unit of government; ""the Central Intelligence Agency""; ""the Census Bureau""; ""Office of Management and Budget""; ""Tennessee Valley Authority""",agency
72666,"[3, 1]","[3, 0, 0, 0, 1]",n,0.0,0.0,ship that usually provides supplies to other ships,tender
72668,"[3, 1]","[3, 0, 0, 0, 1]",n,0.0,0.0,a boat for communication between ship and shore,tender
72672,"[3, 1]","[3, 0, 0, 0, 1]",n,0.0,0.0,car attached to a locomotive to carry fuel and water,tender
97051,"[3, 1]","[3, 0, 0, 0, 1]",n,0.0,0.0,a formal proposal to buy at a specified price,tender
119366,"[3, 1]","[3, 0, 0, 0, 1]",n,0.0,0.0,someone who waits on or tends to or attends to the needs of another,tender
106350,"[18, 8]","[14, 2, 0, 3, 7]",n,0.0,0.0,persons who administer the law,executive
118914,"[18, 8]","[14, 2, 0, 3, 7]",n,0.0,0.0,someone who manages a government agency or department,executive
121962,"[18, 8]","[14, 2, 0, 3, 7]",n,0.25,0.0,a person responsible for the administration of a business,executive
31642,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"the act of ending something; ""the termination of the agreement""",termination
89331,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"the end of a word (a suffix or inflectional ending or final morpheme); ""I don't like words that have -ism as an ending""",termination
98237,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"something that results; ""he listened for the results on the radio""",termination
109449,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a place where something ends or is complete,termination
86779,"[0, 4]","[2, 1, 1, 0, 0]",n,0.0,0.0,the idea of something that is perfect; something that one hopes to attain,ideal
124645,"[0, 4]","[2, 1, 1, 0, 0]",n,0.75,0.0,model of excellence or perfection of a kind; one having no equal,ideal
123953,"[0, 12]","[10, 2, 0, 0, 0]",n,0.0,0.0,a person who favors a political philosophy of progress and reform and the protection of civil liberties,progressive
30289,"[0, 1]","[0, 0, 0, 0, 1]",n,0.375,0.0,the moment of most intense pleasure in sexual intercourse,orgasm
119425,"[1, 2]","[1, 0, 0, 1, 1]",n,0.0,0.0,"a member of the baby boom generation in the 1950s; ""they expanded the schools for a generation of baby boomers""",boomer
65077,"[9, 5]","[6, 0, 0, 2, 6]",n,0.0,0.0,marijuana leaves rolled into a cigarette for smoking,joint
65078,"[9, 5]","[6, 0, 0, 2, 6]",n,0.0,0.0,junction by which parts or objects are joined together,joint
65079,"[9, 5]","[6, 0, 0, 2, 6]",n,0.0,0.0,a disreputable place of entertainment,joint
83855,"[9, 5]","[6, 0, 0, 2, 6]",n,0.0,0.0,(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion),joint
101040,"[9, 5]","[6, 0, 0, 2, 6]",n,0.0,0.0,a piece of meat roasted or for roasting and of a size for slicing into more than one portion,joint
33063,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,"act of expanding in scope; making more widely available; ""extension of the program to all in need""",extension
33078,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,act of stretching or straightening out a flexed limb,extension
37512,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,an educational opportunity provided by colleges and universities to people who are not enrolled as regular students,extension
56426,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,an addition that extends a main building,extension
62070,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,an addition to the length of something,extension
62292,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,an additional telephone set that is connected to the same telephone line,extension
79674,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,"amount or degree or range to which something extends; ""the wire has an extension of 50 feet""",extension
80322,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,"the ability to raise the working leg high in the air; ""the dancer was praised for her uncanny extension""; ""good extension comes from a combination of training and native ability""",extension
86775,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,"the most direct or specific meaning of a word or expression; the class of objects that an expression refers to; ""the extension of `satellite of Mars' is the set containing only Demos and Phobos""",extension
88895,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,the spreading of something (a belief or practice) into new regions,extension
89544,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,"a string of characters beginning with a period and followed by one or more letters; the optional second part of a PC computer filename; ""most applications provide extensions for the files they create""; ""most BASIC files use the filename extension .BAS""",extension
84566,"[1, 2]","[0, 1, 1, 0, 1]",n,0.0,0.0,"something regarded as a normative example; ""the convention of not naming the main character""; ""violence is the rule not the exception""; ""his formula for impressing visitors""",formula
86149,"[1, 2]","[0, 1, 1, 0, 1]",n,0.125,0.0,"(mathematics) a standard procedure for solving a class of mathematical problems; ""he determined the upper bound with Descartes' rule of signs""; ""he gave us a general formula for attacking polynomials""",formula
93056,"[1, 2]","[0, 1, 1, 0, 1]",n,0.0,0.0,a group of symbols that make a mathematical statement,formula
93058,"[1, 2]","[0, 1, 1, 0, 1]",n,0.0,0.25,a conventionalized statement expressing some fundamental principle,formula
93586,"[1, 2]","[0, 1, 1, 0, 1]",n,0.0,0.0,directions for making something,formula
93836,"[1, 2]","[0, 1, 1, 0, 1]",n,0.0,0.0,a representation of a substance using symbols for its constituent elements,formula
103661,"[1, 2]","[0, 1, 1, 0, 1]",n,0.0,0.125,a liquid food for infants,formula
100167,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.125,an uncomfortable feeling of mental painfulness or distress,soreness
64192,"[0, 1]","[0, 0, 0, 1, 0]",n,0.0,0.0,a rest for the head,headrest
64193,"[0, 1]","[0, 0, 0, 1, 0]",n,0.0,0.0,a cushion attached to the top of the back of an automobile's seat to prevent whiplash,headrest
32683,"[6, 1]","[2, 0, 0, 2, 3]",n,0.0,0.0,"the act of climbing something; ""it was a difficult climb to the top""",mount
52479,"[6, 1]","[2, 0, 0, 2, 3]",n,0.0,0.0,a lightweight horse kept for riding only,mount
56985,"[6, 1]","[2, 0, 0, 2, 3]",n,0.0,0.0,something forming a back that is added for strengthening,mount
66908,"[6, 1]","[2, 0, 0, 2, 3]",n,0.0,0.0,"a mounting consisting of a piece of metal (as in a ring or other jewelry) that holds a gem in place; ""the diamond was in a plain gold mount""",mount
66914,"[6, 1]","[2, 0, 0, 2, 3]",n,0.0,0.0,framework used for support or display,mount
98936,"[6, 1]","[2, 0, 0, 2, 3]",n,0.0,0.0,an event that involves rising to a higher point (as in altitude or temperature or intensity etc.),mount
115541,"[6, 1]","[2, 0, 0, 2, 3]",n,0.0,0.0,a land mass that projects well above its surroundings; higher than a hill,mount
68258,"[4, 1]","[2, 0, 0, 1, 2]",n,0.0,0.0,a fence made of upright pickets,pal
119955,"[4, 1]","[2, 0, 0, 1, 2]",n,0.125,0.0,a close friend who accompanies his buddies in their activities,pal
111396,"[3, 1]","[0, 1, 1, 0, 2]",n,0.0,0.0,a port city in southwestern British Columbia on an arm of the Pacific Ocean opposite Vancouver Island; Canada's chief Pacific port and third largest city,vancouver
113859,"[3, 1]","[0, 1, 1, 0, 2]",n,0.0,0.0,"a town in southwestern Washington on the Columbia River across from Portland, Oregon",vancouver
16347,"[0, 1]","[0, 1, 0, 0, 0]",a,0.625,0.0,"capable of being perceived; especially capable of being handled or touched or felt; ""a barely palpable dust""; ""felt sudden anger in a palpable wave""; ""the air was warm and close--palpable as cotton""; ""a palpable lie""",palpable
16645,"[0, 1]","[0, 1, 0, 0, 0]",a,0.125,0.0,"can be felt by palpation; ""a palpable tumor""",palpable
113773,"[1, 1]","[1, 1, 0, 0, 0]",n,0.0,0.0,the second largest state; located in southwestern United States on the Gulf of Mexico,tx
62319,"[3, 5]","[3, 0, 0, 3, 2]",n,0.0,0.0,"artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; ""the fabric in the curtains was light and semitransparent""; ""woven cloth originated in Mesopotamia around 5000 BC""; ""she measured off enough material for a dress""",material
66349,"[3, 5]","[3, 0, 0, 3, 2]",n,0.0,0.0,"things needed for doing or making something; ""writing materials""; ""useful teaching materials""",material
92155,"[3, 5]","[3, 0, 0, 3, 2]",n,0.0,0.0,"information (data or ideas or observations) that can be used or reworked into a finished form; ""the archives provided rich material for a definitive biography""",material
124417,"[3, 5]","[3, 0, 0, 3, 2]",n,0.0,0.0,"a person judged suitable for admission or employment; ""he was university material""; ""she was vice-presidential material""",material
34575,"[0, 3]","[1, 0, 0, 0, 2]",n,0.0,0.125,humorous or satirical mimicry,mockery
92931,"[0, 3]","[1, 0, 0, 0, 2]",n,0.375,0.375,showing your contempt by derision,mockery
93500,"[0, 3]","[1, 0, 0, 0, 2]",n,0.0,0.0,"a composition that imitates or misrepresents somebody's style, usually in a humorous way",mockery
35199,"[16, 2]","[12, 0, 1, 2, 3]",n,0.0,0.5,"strenuous effort; ""the struggle to get through the crowd exhausted her""",struggle
36600,"[16, 2]","[12, 0, 1, 2, 3]",n,0.0,0.0,"an energetic attempt to achieve something; ""getting through the crowd was a real struggle""; ""he fought a battle for recognition""",struggle
38102,"[16, 2]","[12, 0, 1, 2, 3]",n,0.0,0.0,"an open clash between two opposing groups (or individuals); ""the harder the conflict the more glorious the triumph""--Thomas Paine; ""police tried to control the battle between the pro- and anti-abortion mobs""",struggle
32370,"[0, 1]","[0, 0, 0, 0, 1]",n,0.125,0.5,a proud stiff pompous gait,strut
72016,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,brace consisting of a bar or rod used to resist longitudinal compression,strut
62729,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a tall staff or pole on which a flag is raised,flagstaff
113132,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a town in north central Arizona; site of an important observatory,flagstaff
8371,"[34, 20]","[19, 3, 13, 6, 13]",a,0.125,0.125,"made to seem smaller or less (especially in worth); ""her comments made me feel small""",small
13297,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.375,"limited or below average in number or quantity or magnitude or extent; ""a little dining room""; ""a little house""; ""a small car""; ""a little (or small) group""",small
13344,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.125,small or little relative to something else,small
13545,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.125,"limited in size or scope; ""a small business""; ""a newspaper with a modest circulation""; ""small-scale plans""; ""a pocket-size country""",small
13896,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.0,"(of a voice) faint; ""a little voice""; ""a still small voice""",small
14038,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.0,"lowercase; ""little a""; ""small a""; ""e.e.cummings's poetry is written all in minuscule letters""",small
14669,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.75,"not large but sufficient in size or amount; ""a modest salary""; ""modest inflation""; ""helped in my own small way""",small
14847,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.25,"slight or limited; especially in degree or intensity or scope; ""a series of death struggles with small time in between""",small
15689,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.125,"(of children and animals) young, immature; ""what a big little boy you are""; ""small children""",small
21590,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.0,"have fine or very small constituent particles; ""a small misty rain""",small
22643,"[34, 20]","[19, 3, 13, 6, 13]",a,0.0,0.875,"low or inferior in station or quality; ""a humble cottage""; ""a lowly parish priest""; ""a modest man of the people""; ""small beginnings""",small
34376,"[4, 5]","[3, 0, 6, 0, 0]",n,0.0,0.0,dance movements that are linked in a single choreographic sequence,phrase
89398,"[4, 5]","[3, 0, 6, 0, 0]",n,0.0,0.0,an expression consisting of one or more words forming a grammatical constituent of a sentence,phrase
95983,"[4, 5]","[3, 0, 6, 0, 0]",n,0.0,0.0,a short musical passage,phrase
96965,"[4, 5]","[3, 0, 6, 0, 0]",n,0.0,0.0,an expression whose meanings cannot be inferred from the meanings of the words that make it up,phrase
33922,"[5, 2]","[2, 0, 0, 1, 4]",n,0.0,0.0,"a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs; ""he played baseball in high school""; ""there was a baseball game on every empty lot""; ""there was a desire for National League ball in the area""; ""play ball!""",baseball
57267,"[5, 2]","[2, 0, 0, 1, 4]",n,0.0,0.0,a ball used in playing baseball,baseball
744,"[8, 2]","[6, 0, 1, 0, 3]",a,0.25,0.5,"(of persons) excessively affected by emotion; ""he would become emotional over nothing at all""; ""she was worked up about all the noise""",emotional
8088,"[8, 2]","[6, 0, 1, 0, 3]",a,0.625,0.0,"of more than usual emotion; ""his behavior was highly emotional""",emotional
18311,"[8, 2]","[6, 0, 1, 0, 3]",a,0.375,0.0,"determined or actuated by emotion rather than reason; ""it was an emotional judgment""",emotional
28530,"[8, 2]","[6, 0, 1, 0, 3]",a,0.375,0.0,"of or pertaining to emotion; ""emotional health""; ""an emotional crisis""",emotional
36555,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,extortion of money by threats to divulge discrediting information,blackmail
59277,"[9, 3]","[2, 0, 1, 1, 8]",n,0.0,0.0,"a building dedicated to a particular activity; ""they were raising money to build a new center for research""",centre
82568,"[9, 3]","[2, 0, 1, 1, 8]",n,0.0,0.0,"a cluster of nerve cells governing a specific bodily process; ""in most people the speech center is in the left hemisphere""",centre
85860,"[9, 3]","[2, 0, 1, 1, 8]",n,0.0,0.0,"the object upon which interest and attention focuses; ""his stories made him the center of the party""",centre
86760,"[9, 3]","[2, 0, 1, 1, 8]",n,0.25,0.0,"the choicest or most essential or most vital part of some idea or experience; ""the gist of the prosecutor's argument""; ""the heart and soul of the Republican Party""; ""the nub of the story""",centre
101252,"[9, 3]","[2, 0, 1, 1, 8]",n,0.0,0.0,the sweet central portion of a piece of candy that is enclosed in chocolate or some other covering,centre
109089,"[9, 3]","[2, 0, 1, 1, 8]",n,0.0,0.0,"a place where some particular activity is concentrated; ""they received messages from several centers""",centre
109177,"[9, 3]","[2, 0, 1, 1, 8]",n,0.0,0.0,a point equidistant from the ends of a line or the extremities of a figure,centre
109196,"[9, 3]","[2, 0, 1, 1, 8]",n,0.0,0.0,"an area that is approximately central within some larger region; ""it is in the center of town""; ""they ran forward into the heart of the struggle""; ""they were in the eye of the storm""",centre
112131,"[9, 3]","[2, 0, 1, 1, 8]",n,0.0,0.0,a low-lying region in central France,centre
110503,"[0, 4]","[4, 0, 0, 0, 0]",n,0.0,0.0,"a mountainous republic in southeastern Asia on the Bay of Bengal; ""much opium is grown in Myanmar""",myanmar
31678,"[1, 2]","[3, 0, 0, 0, 0]",n,0.0,0.0,"an act exempting someone; ""he was granted immunity from prosecution""",immunity
78748,"[1, 2]","[3, 0, 0, 0, 0]",n,0.5,0.25,"the quality of being unaffected by something; ""immunity to criticism""",immunity
49665,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,powerful brownish-yellow bear of the uplands of western North America,grizzly
39011,"[14, 2]","[12, 1, 0, 0, 3]",n,0.0,0.0,"an interruption or temporary suspension of progress or movement; ""a halt in the arms race""; ""a nuclear freeze""",halt
98890,"[14, 2]","[12, 1, 0, 0, 3]",n,0.0,0.0,"the event of something ending; ""it came to a stop at the bottom of the hill""",halt
32719,"[4, 1]","[4, 1, 0, 0, 0]",n,0.0,0.25,an unexpected slide,skid
58219,"[4, 1]","[4, 1, 0, 0, 0]",n,0.0,0.0,a restraint provided when the brake linings are moved hydraulically against the brake drum to retard the wheel's rotation,skid
70991,"[4, 1]","[4, 1, 0, 0, 0]",n,0.0,0.0,one of a pair of planks used to make a track for rolling or sliding objects,skid
92692,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,a degree granted by a two-year college on successful completion of the undergraduates course of studies,associate
98175,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,"any event that usually accompanies or is closely connected with another; ""first was the lightning and then its thunderous associate""",associate
119339,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,"a person who joins with others in some activity or endeavor; ""he had to consult his associate before continuing""",associate
119340,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,"a person with subordinate membership in a society, institution, or commercial enterprise; ""associates in the law firm bill at a lower rate than do partners""",associate
120675,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,"a friend who is frequently in the company of another; ""drinking companions""; ""comrades in arms""",associate
30766,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.0,"the act of pressing; the exertion of pressure; ""he gave the button a press""; ""he used pressure to stop the bleeding""; ""at the pressing of a button""",press
30767,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.0,"the act of pressing; the exertion of pressure; ""he gave the button a press""; ""he used pressure to stop the bleeding""; ""at the pressing of a button""",press
35247,"[21, 16]","[27, 1, 1, 4, 4]",n,0.125,0.0,a weightlift in which the barbell is lifted to shoulder height and then smoothly lifted overhead,press
68916,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.0,any machine that exerts pressure to form or shape or cut materials or extract liquids or compress solids,press
68919,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.0,a machine used for printing,press
68920,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.5,clamp to prevent wooden rackets from warping when not in use,press
68923,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.0,a metal or plastic part that is made by a mechanical press,press
73977,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.0,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,press
88980,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.0,the print media responsible for gathering and publishing news in the form of newspapers or magazines,press
106510,"[21, 16]","[27, 1, 1, 4, 4]",n,0.0,0.0,a dense crowd of people,press
38431,"[4, 3]","[3, 0, 1, 0, 3]",n,0.0,0.0,(music) calibrating something (an instrument or electronic circuit) to a standard frequency,tune
38439,"[4, 3]","[3, 0, 1, 0, 3]",n,0.0,0.0,the adjustment of a radio receiver or other circuit to a required frequency,tune
78254,"[4, 3]","[3, 0, 1, 0, 3]",n,0.0,0.0,"the property of producing accurately a note of a given pitch; ""he cannot sing in tune""; ""the clarinet was out of tune""",tune
95821,"[4, 3]","[3, 0, 1, 0, 3]",n,0.0,0.0,"a succession of notes forming a distinctive sequence; ""she was humming an air from Beethoven""",tune
5223,"[0, 2]","[2, 0, 0, 0, 0]",a,0.25,0.0,capable of being apprehended or understood,understandable
23004,"[0, 1]","[1, 0, 0, 0, 0]",a,0.375,0.0,"showing empathy or ready comprehension of others' states; ""a sensitive and empathetic school counselor""",empathic
38635,"[1, 1]","[2, 0, 0, 0, 0]",n,0.0,0.0,the continuance of something begun with a view to its completion,prosecution
40153,"[1, 1]","[2, 0, 0, 0, 0]",n,0.0,0.0,the institution and conduct of legal proceedings against a defendant for criminal behavior,prosecution
105513,"[1, 1]","[2, 0, 0, 0, 0]",n,0.0,0.0,the lawyers acting for the state to put the case against the defendant,prosecution
36404,"[2, 8]","[10, 0, 0, 0, 0]",n,0.0,0.0,a serious crime (such as murder or arson),felony
118897,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"someone who is so ardently devoted to something that it resembles an addiction; ""a golf addict""; ""a car nut""; ""a bodybuilding freak""; ""a news junkie""",junky
121619,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a narcotics addict,junky
31650,"[22, 0]","[10, 2, 5, 2, 3]",n,0.0,0.0,the concluding part of any performance,close
90068,"[22, 0]","[10, 2, 5, 2, 3]",n,0.0,0.0,"the last section of a communication; ""in conclusion I want to say...""",close
32086,"[2, 1]","[0, 1, 0, 0, 2]",n,0.0,0.0,the act of making something perfect,perfection
86784,"[2, 1]","[0, 1, 0, 0, 2]",n,0.125,0.0,an ideal instance; a perfect embodiment of a concept,perfection
94248,"[1, 4]","[3, 0, 1, 0, 1]",n,0.0,0.0,the syllable naming the third (mediant) note of any major scale in solmization,mi
107802,"[1, 4]","[3, 0, 1, 0, 1]",n,0.0,0.0,the government agency in the United Kingdom that is responsible for internal security and counterintelligence overseas,mi
107807,"[1, 4]","[3, 0, 1, 0, 1]",n,0.0,0.0,the government agency in the United Kingdom that is responsible for internal security and counterintelligence on British territory,mi
113454,"[1, 4]","[3, 0, 1, 0, 1]",n,0.0,0.0,a midwestern state in north central United States in the Great Lakes region,mi
109641,"[0, 2]","[0, 0, 1, 0, 1]",n,0.0,0.0,"the location of something surrounded by other things; ""in the midst of the crowd""",thick
116895,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.375,the sustainer; a Hindu divinity worshipped as the preserver of worlds,vishnu
116903,"[0, 1]","[1, 0, 0, 0, 0]",n,0.125,0.0,8th and most important avatar of Vishnu; incarnated as a handsome young man playing a flute,krishna
52873,"[4, 7]","[9, 1, 0, 1, 0]",n,0.0,0.0,"uncastrated adult male sheep; ""a British term is `tup'""",ram
69410,"[4, 7]","[9, 1, 0, 1, 0]",n,0.0,0.0,a tool for driving or forcing something by impact,ram
69439,"[4, 7]","[9, 1, 0, 1, 0]",n,0.0,0.0,the most common computer memory which can be used by programs to perform necessary tasks while the computer is on; an integrated circuit memory chip allows information to be stored or accessed in any order and all storage locations are equally accessible,ram
110318,"[4, 7]","[9, 1, 0, 1, 0]",n,0.0,0.0,the first sign of the zodiac which the sun enters at the vernal equinox; the sun is in this sign from about March 21 to April 19,ram
118749,"[4, 7]","[9, 1, 0, 1, 0]",n,0.0,0.0,(astrology) a person who is born while the sun is in Aries,ram
116861,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"wife of Siva and malevolent form of Devi; ""the black""",kali
34348,"[4, 0]","[0, 0, 0, 1, 3]",n,0.0,0.0,"something shown to the public; ""the museum had many exhibits of oriental art""",exhibit
93075,"[4, 0]","[0, 0, 0, 1, 3]",n,0.0,0.0,an object or statement produced before a court of law and referred to while giving evidence,exhibit
30834,"[1, 2]","[2, 0, 0, 0, 1]",n,0.0,0.0,"the act of jumping; propelling yourself off the ground; ""he advanced in a series of jumps""; ""the jumping was unexpected""",jumping
33676,"[1, 2]","[2, 0, 0, 0, 1]",n,0.0,0.0,the act of participating in an athletic competition in which you must jump,jumping
14068,"[41, 6]","[19, 7, 6, 4, 11]",a,0.0,0.125,"greater in number or size or amount; ""a major portion (a majority) of the population""; ""Ursa Major""; ""a major portion of the winnings""",major
14071,"[41, 6]","[19, 7, 6, 4, 11]",a,0.0,0.0,"greater in scope or effect; ""a major contribution""; ""a major improvement""; ""a major break with tradition""; ""a major misunderstanding""",major
14073,"[41, 6]","[19, 7, 6, 4, 11]",a,0.125,0.375,of full legal age,major
14077,"[41, 6]","[19, 7, 6, 4, 11]",a,0.0,0.0,"of a scale or mode; ""major scales""; ""the key of D major""",major
14079,"[41, 6]","[19, 7, 6, 4, 11]",a,0.0,0.0,"of the field of academic study in which one concentrates or specializes; ""his major field was mathematics""",major
14081,"[41, 6]","[19, 7, 6, 4, 11]",a,0.625,0.0,"of greater importance or stature or rank; ""a major artist""; ""a major role""; ""major highways""",major
14091,"[41, 6]","[19, 7, 6, 4, 11]",a,0.375,0.375,"of greater seriousness or danger; ""a major earthquake""; ""a major hurricane""; ""a major illness""",major
19980,"[41, 6]","[19, 7, 6, 4, 11]",a,0.375,0.0,"of the elder of two boys with the same family name; ""Jones major""",major
76369,"[1, 1]","[2, 0, 0, 0, 0]",n,0.5,0.375,"the quality of being deserving (e.g., deserving assistance); ""there were many children whose deservingness he recognized and rewarded""",merit
79716,"[1, 1]","[2, 0, 0, 0, 0]",n,0.75,0.0,"any admirable quality or attribute; ""work of great merit""",merit
105445,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,members of a cooperative enterprise,collective
13150,"[6, 1]","[3, 0, 0, 0, 4]",a,0.375,0.0,"widely known and esteemed; ""a famous actor""; ""a celebrated musician""; ""a famed scientist""; ""an illustrious judge""; ""a notable historian""; ""a renowned painter""",famous
91518,"[13, 1]","[8, 0, 1, 2, 3]",n,0.0,0.0,a commercial browser,explorer
121991,"[13, 1]","[8, 0, 1, 2, 3]",n,0.0,0.0,someone who travels into little known regions (especially for some scientific purpose),explorer
84308,"[0, 1]","[1, 0, 0, 0, 0]",n,0.375,0.0,skillfulness by virtue of possessing special knowledge,expertise
35310,"[9, 1]","[5, 0, 1, 1, 3]",n,0.0,0.0,"the act of counting; reciting numbers in ascending order; ""the counting continued for several hours""",counting
122886,"[26, 2]","[26, 0, 0, 0, 2]",n,0.0,0.25,one who works hard at boring tasks,hacker
